time,Y[0],col_2
01-01-1904,00:00:00.051400,0.6235281
01-01-1904,00:00:00.051500,0.6273529
01-01-1904,00:00:00.051600,0.6375524
01-01-1904,00:00:00.051700,0.6311777
01-01-1904,00:00:00.051800,0.6337276
01-01-1904,00:00:00.051900,0.6324527
01-01-1904,00:00:00.052000,0.6235281
01-01-1904,00:00:00.052100,0.6209782
01-01-1904,00:00:00.052200,0.6197033
01-01-1904,00:00:00.052300,0.6197033
01-01-1904,00:00:00.052400,0.6158784
01-01-1904,00:00:00.052500,0.6146035
01-01-1904,00:00:00.052600,0.6095037
01-01-1904,00:00:00.052700,0.6107787
01-01-1904,00:00:00.052800,0.6069539
01-01-1904,00:00:00.052900,0.6095037
01-01-1904,00:00:00.053000,0.6095037
01-01-1904,00:00:00.053100,0.6095037
01-01-1904,00:00:00.053200,0.6107787
01-01-1904,00:00:00.053300,0.6095037
01-01-1904,00:00:00.053400,0.6056789
01-01-1904,00:00:00.053500,0.6018541
01-01-1904,00:00:00.053600,0.604404
01-01-1904,00:00:00.053700,0.604404
01-01-1904,00:00:00.053800,0.6056789
01-01-1904,00:00:00.053900,0.6056789
01-01-1904,00:00:00.054000,0.603129
01-01-1904,00:00:00.054100,0.5980293
01-01-1904,00:00:00.054200,0.6018541
01-01-1904,00:00:00.054300,0.5993042
01-01-1904,00:00:00.054400,0.5980293
01-01-1904,00:00:00.054500,0.5993042
01-01-1904,00:00:00.054600,0.5954794
01-01-1904,00:00:00.054700,0.5980293
01-01-1904,00:00:00.054800,0.6005792
01-01-1904,00:00:00.054900,0.5954794
01-01-1904,00:00:00.055000,0.5929295
01-01-1904,00:00:00.055100,0.5929295
01-01-1904,00:00:00.055200,0.5980293
01-01-1904,00:00:00.055300,0.5967543
01-01-1904,00:00:00.055400,0.5903796
01-01-1904,00:00:00.055500,0.5903796
01-01-1904,00:00:00.055600,0.5954794
01-01-1904,00:00:00.055700,0.5954794
01-01-1904,00:00:00.055800,0.5891047
01-01-1904,00:00:00.055900,0.5878297
01-01-1904,00:00:00.056000,0.5942044
01-01-1904,00:00:00.056100,0.5942044
01-01-1904,00:00:00.056200,0.5865548
01-01-1904,00:00:00.056300,0.5865548
01-01-1904,00:00:00.056400,0.5929295
01-01-1904,00:00:00.056500,0.5916546
01-01-1904,00:00:00.056600,0.5840049
01-01-1904,00:00:00.056700,0.5878297
01-01-1904,00:00:00.056800,0.5916546
01-01-1904,00:00:00.056900,0.5865548
01-01-1904,00:00:00.057000,0.5840049
01-01-1904,00:00:00.057100,0.5865548
01-01-1904,00:00:00.057200,0.5852799
01-01-1904,00:00:00.057300,0.5878297
01-01-1904,00:00:00.057400,0.5852799
01-01-1904,00:00:00.057500,0.5891047
01-01-1904,00:00:00.057600,0.5852799
01-01-1904,00:00:00.057700,0.58273
01-01-1904,00:00:00.057800,0.5852799
01-01-1904,00:00:00.057900,0.5865548
01-01-1904,00:00:00.058000,0.5801801
01-01-1904,00:00:00.058100,0.581455
01-01-1904,00:00:00.058200,0.5878297
01-01-1904,00:00:00.058300,0.5840049
01-01-1904,00:00:00.058400,0.5801801
01-01-1904,00:00:00.058500,0.5840049
01-01-1904,00:00:00.058600,0.5840049
01-01-1904,00:00:00.058700,0.58273
01-01-1904,00:00:00.058800,0.5840049
01-01-1904,00:00:00.058900,0.5840049
01-01-1904,00:00:00.059000,0.58273
01-01-1904,00:00:00.059100,0.5776302
01-01-1904,00:00:00.059200,0.5801801
01-01-1904,00:00:00.059300,0.5840049
01-01-1904,00:00:00.059400,0.5776302
01-01-1904,00:00:00.059500,0.5801801
01-01-1904,00:00:00.059600,0.5840049
01-01-1904,00:00:00.059700,0.5801801
01-01-1904,00:00:00.059800,0.5801801
01-01-1904,00:00:00.059900,0.581455
01-01-1904,00:00:00.060000,0.5801801
01-01-1904,00:00:00.060100,0.5763553
01-01-1904,00:00:00.060200,0.5789052
01-01-1904,00:00:00.060300,0.581455
01-01-1904,00:00:00.060400,0.5763553
01-01-1904,00:00:00.060500,0.5789052
01-01-1904,00:00:00.060600,0.5801801
01-01-1904,00:00:00.060700,0.5776302
01-01-1904,00:00:00.060800,0.5801801
01-01-1904,00:00:00.060900,0.5789052
01-01-1904,00:00:00.061000,0.5789052
01-01-1904,00:00:00.061100,0.5750803
01-01-1904,00:00:00.061200,0.5776302
01-01-1904,00:00:00.061300,0.5801801
01-01-1904,00:00:00.061400,0.5738054
01-01-1904,00:00:00.061500,0.5776302
01-01-1904,00:00:00.061600,0.5801801
01-01-1904,00:00:00.061700,0.5763553
01-01-1904,00:00:00.061800,0.5763553
01-01-1904,00:00:00.061900,0.5789052
01-01-1904,00:00:00.062000,0.5763553
01-01-1904,00:00:00.062100,0.5738054
01-01-1904,00:00:00.062200,0.5789052
01-01-1904,00:00:00.062300,0.5763553
01-01-1904,00:00:00.062400,0.5725305
01-01-1904,00:00:00.062500,0.5750803
01-01-1904,00:00:00.062600,0.5776302
01-01-1904,00:00:00.062700,0.5712555
01-01-1904,00:00:00.062800,0.5725305
01-01-1904,00:00:00.062900,0.5776302
01-01-1904,00:00:00.063000,0.5750803
01-01-1904,00:00:00.063100,0.5725305
01-01-1904,00:00:00.063200,0.5776302
01-01-1904,00:00:00.063300,0.5750803
01-01-1904,00:00:00.063400,0.5699806
01-01-1904,00:00:00.063500,0.5750803
01-01-1904,00:00:00.063600,0.5750803
01-01-1904,00:00:00.063700,0.5750803
